user_sequence,challenge
41321_12,CI26912
41321_13,CI26910
41323_11,CI23510
41323_12,CI25634
41323_13,CI23836
41325_11,CI24187
41325_12,CI24252
41325_13,CI24868
41332_11,CI23922
41332_12,CI24239
41332_13,CI23702
41333_11,CI23848
41333_12,CI24527
41333_13,CI24228
41343_11,CI26917
41343_12,CI26916
41343_13,CI26918
41349_11,CI26208
41349_12,CI26171
41349_13,CI26210
41353_11,CI26905
41353_12,CI26911
41353_13,CI26904
41357_11,CI27050
41357_12,CI27048
41357_13,CI27051
41358_11,CI24968
41358_12,CI24876
41358_13,CI25068
41365_11,CI23546
41365_12,CI24532
41365_13,CI23648
41368_11,CI26912
41368_12,CI26915
41368_13,CI26906
41375_11,CI26905
41375_12,CI26911
41375_13,CI26873
41376_11,CI26220
41376_12,CI26903
41376_13,CI26209
41377_11,CI23691
41377_12,CI23702
41377_13,CI23769
41378_11,CI26936
41378_12,CI26866
41378_13,CI26935
41381_11,CI24228
41381_12,CI24950
41381_13,CI24239
41383_11,CI28180
41383_12,CI28168
41383_13,CI28175
41384_11,CI25141
41384_12,CI25135
41384_13,CI25126
41386_11,CI26935
41386_12,CI26916
41386_13,CI26861
41387_11,CI23648
41387_12,CI25057
41387_13,CI24876
41390_11,CI24439
41390_12,CI24436
41390_13,CI24493
41395_11,CI27137
41395_12,CI26866
41395_13,CI26860
41396_11,CI26030
41396_12,CI25126
41396_13,CI24999
41397_11,CI26199
41397_12,CI26198
41397_13,CI26197
41401_11,CI28180
41401_12,CI28171
41401_13,CI28175
41404_11,CI25110
41404_12,CI25074
41404_13,CI25140
41406_11,CI24867
41406_12,CI25125
41406_13,CI25055
41408_11,CI26934
41408_12,CI26912
41408_13,CI26936
41410_11,CI23856
41410_12,CI23667
41410_13,CI24530
41414_11,CI24252
41414_12,CI24930
41414_13,CI24690
41415_11,CI26840
41415_12,CI26845
41415_13,CI26839
41419_11,CI26933
41419_12,CI26936
41419_13,CI26173
41420_11,CI24421
41420_12,CI25074
41420_13,CI24529
41425_11,CI24525
41425_12,CI24261
41425_13,CI24973
41429_11,CI26928
41429_12,CI26210
41429_13,CI26173
41430_11,CI26937
41430_12,CI26933
41430_13,CI26932
41431_11,CI26051
41431_12,CI26055
41431_13,CI26050
41432_11,CI24871
41432_12,CI25126
41432_13,CI23663
41436_11,CI23648
41436_12,CI24274
41436_13,CI24271
41439_11,CI24871
41439_12,CI23691
41439_13,CI24111
41443_11,CI26937
41443_12,CI26935
41443_13,CI26933
41447_11,CI27657
41447_12,CI27659
41447_13,CI27644
41451_11,CI24992
41451_12,CI24969
41451_13,CI23663
41453_11,CI27651
41453_12,CI27674
41453_13,CI27659
41459_11,CI27658
41459_12,CI26820
41459_13,CI27657
41460_11,CI25257
41460_12,CI23975
41460_13,CI23855
41461_11,CI25124
41461_12,CI26489
41461_13,CI25126
41466_11,CI25997
41466_12,CI25985
41466_13,CI25987
41467_11,CI23648
41467_12,CI25058
41467_13,CI24876
41470_11,CI26933
41470_12,CI26934
41470_13,CI26930
41473_11,CI23975
41473_12,CI23714
41473_13,CI23648
41474_11,CI24527
41474_12,CI25075
41474_13,CI24876
41477_11,CI26501
41477_12,CI23805
41477_13,CI27473
41484_11,CI26188
41484_12,CI26190
41484_13,CI26984
41486_11,CI24860
41486_12,CI25135
41486_13,CI23958
41487_11,CI24228
41487_12,CI24231
41487_13,CI24111
41489_11,CI24958
41489_12,CI23648
41489_13,CI25501
41490_11,CI26022
41490_12,CI26077
41490_13,CI26287
41491_11,CI23836
41491_12,CI24917
41491_13,CI24968
41494_11,CI25110
41494_12,CI25113
41494_13,CI24527
41501_11,CI26935
41501_12,CI26936
41501_13,CI26917
41503_11,CI26924
41503_12,CI26937
41503_13,CI26928
41505_11,CI24715
41505_12,CI24344
41505_13,CI24621
41506_11,CI25126
41506_12,CI25135
41506_13,CI24926
41517_11,CI24228
41517_12,CI25142
41517_13,CI23769
41518_11,CI25135
41518_12,CI25180
41518_13,CI25141
41521_11,CI23791
41521_12,CI23946
41521_13,CI25024
41523_11,CI23663
41523_12,CI24530
41523_13,CI24261
41525_11,CI27971
41525_12,CI27972
41525_13,CI27977
41526_11,CI23702
41526_12,CI24875
41526_13,CI25141
41532_11,CI27971
41532_12,CI27972
41532_13,CI27968
41534_11,CI27977
41534_12,CI27980
41534_13,CI27972
41539_11,CI23696
41539_12,CI27013
41539_13,CI27014
41545_11,CI23856
41545_12,CI25074
41545_13,CI24532
41549_11,CI23990
41549_12,CI23667
41549_13,CI24020
41550_11,CI27810
41550_12,CI27809
41550_13,CI27811
41552_11,CI25124
41552_12,CI26054
41552_13,CI26051
41554_11,CI27005
41554_12,CI27004
41554_13,CI27002
41564_11,CI26220
41564_12,CI26911
41564_13,CI26917
41565_11,CI26936
41565_12,CI26935
41565_13,CI26915
41566_11,CI23791
41566_12,CI23702
41566_13,CI23674
41570_11,CI27972
41570_12,CI27971
41570_13,CI27970
41572_11,CI26210
41572_12,CI26916
41572_13,CI26208
41573_11,CI26937
41573_12,CI26208
41573_13,CI26936
41581_11,CI27005
41581_12,CI27004
41581_13,CI27003
41582_11,CI27810
41582_12,CI27809
41582_13,CI27811
41585_11,CI27971
41585_12,CI27972
41585_13,CI27970
41594_11,CI24871
41594_12,CI24876
41594_13,CI24867
41596_11,CI23696
41596_12,CI28253
41596_13,CI27013
41597_11,CI26899
41597_12,CI26898
41597_13,CI26895
41604_11,CI27804
41604_12,CI27805
41604_13,CI27798
41605_11,CI27804
41605_12,CI27782
41605_13,CI27805
41607_11,CI23696
41607_12,CI28253
41607_13,CI26991
41610_11,CI27005
41610_12,CI27004
41610_13,CI27006
41615_11,CI26172
41615_12,CI26218
41615_13,CI26933
41621_11,CI27805
41621_12,CI27806
41621_13,CI27809
41623_11,CI26916
41623_12,CI26915
41623_13,CI26914
41626_11,CI26935
41626_12,CI26937
41626_13,CI26856
41628_11,CI27971
41628_12,CI27972
41628_13,CI27977
41630_11,CI26933
41630_12,CI26936
41630_13,CI26916
41632_11,CI24679
41632_12,CI24421
41632_13,CI24447
41633_11,CI24111
41633_12,CI24531
41633_13,CI24957
41635_11,CI28178
41635_12,CI28185
41635_13,CI28184
41638_11,CI24419
41638_12,CI25107
41638_13,CI24787
41640_11,CI24953
41640_12,CI24187
41640_13,CI23663
41644_11,CI26421
41644_12,CI26415
41644_13,CI26432
41645_11,CI27811
41645_12,CI27807
41645_13,CI27806
41646_11,CI25667
41646_12,CI25834
41646_13,CI25666
41648_11,CI27806
41648_12,CI27811
41648_13,CI27800
41649_11,CI23836
41649_12,CI26051
41649_13,CI25141
41650_11,CI24955
41650_12,CI25141
41650_13,CI23836
41653_11,CI27810
41653_12,CI27808
41653_13,CI27804
41658_11,CI24941
41658_12,CI24937
41658_13,CI24926
41659_11,CI24419
41659_12,CI24787
41659_13,CI24785
41660_11,CI25733
41660_12,CI24955
41660_13,CI23663
41670_11,CI23714
41670_12,CI25733
41670_13,CI23975
41671_11,CI25562
41671_12,CI24917
41671_13,CI24530
41676_11,CI28192
41676_12,CI28188
41676_13,CI28195
41677_11,CI27807
41677_12,CI27811
41677_13,CI27800
41678_11,CI25141
41678_12,CI24532
41678_13,CI23648
41680_11,CI28007
41680_12,CI25815
41680_13,CI23662
41682_11,CI28192
41682_12,CI28189
41682_13,CI28200
41683_11,CI23688
41683_12,CI23691
41683_13,CI25666
41685_11,CI26916
41685_12,CI26937
41685_13,CI26934
41687_11,CI27808
41687_12,CI27810
41687_13,CI27805
41690_11,CI24787
41690_12,CI24675
41690_13,CI24793
41698_11,CI26208
41698_12,CI26912
41698_13,CI26937
41701_11,CI23922
41701_12,CI24093
41701_13,CI23619
41704_11,CI24595
41704_12,CI23790
41704_13,CI24610
41706_11,CI27800
41706_12,CI27805
41706_13,CI27802
41707_11,CI24532
41707_12,CI24530
41707_13,CI24866
41712_11,CI27971
41712_12,CI27972
41712_13,CI27970
41713_11,CI23691
41713_12,CI25180
41713_13,CI24892
41716_11,CI25124
41716_12,CI25125
41716_13,CI26051
41718_11,CI24493
41718_12,CI24373
41718_13,CI24362
41723_11,CI24675
41723_12,CI24793
41723_13,CI24276
41728_11,CI27809
41728_12,CI27811
41728_13,CI27800
41729_11,CI24030
41729_12,CI23662
41729_13,CI24944
41733_11,CI26051
41733_12,CI24871
41733_13,CI26054
41737_11,CI23856
41737_12,CI23546
41737_13,CI23648
41742_11,CI26931
41742_12,CI26922
41742_13,CI26928
41747_11,CI24228
41747_12,CI24915
41747_13,CI25075
41751_11,CI23856
41751_12,CI24531
41751_13,CI24532
41757_11,CI24459
41757_12,CI23769
41757_13,CI23648
41761_11,CI24529
41761_12,CI24527
41761_13,CI24362
41762_11,CI24031
41762_12,CI24527
41762_13,CI24459
41765_11,CI25124
41765_12,CI26051
41765_13,CI23848
41767_11,CI24992
41767_12,CI24953
41767_13,CI24944
41768_11,CI26927
41768_12,CI26931
41768_13,CI26924
41769_11,CI26916
41769_12,CI26912
41769_13,CI26915
41770_11,CI23691
41770_12,CI24228
41770_13,CI25141
41771_11,CI25141
41771_12,CI24532
41771_13,CI23648
41776_11,CI24649
41776_12,CI24644
41776_13,CI24650
41777_11,CI27137
41777_12,CI26865
41777_13,CI26902
41778_11,CI28574
41778_12,CI28583
41778_13,CI25126
41786_11,CI24273
41786_12,CI24276
41786_13,CI25113
41789_11,CI23780
41789_12,CI25135
41789_13,CI24010
41793_11,CI24421
41793_12,CI24871
41793_13,CI24418
41794_11,CI24239
41794_12,CI23848
41794_13,CI24231
41795_11,CI24252
41795_12,CI24875
41795_13,CI24871
41796_11,CI26054
41796_12,CI26053
41796_13,CI25126
41798_11,CI23975
41798_12,CI24955
41798_13,CI24530
41803_11,CI24880
41803_12,CI24530
41803_13,CI25093
41807_11,CI27680
41807_12,CI27677
41807_13,CI26220
41808_11,CI24261
41808_12,CI24917
41808_13,CI25634
41816_11,CI26287
41816_12,CI27648
41816_13,CI26176
41820_11,CI25141
41820_12,CI25126
41820_13,CI25125
41823_11,CI25302
41823_12,CI23856
41823_13,CI25375
41824_11,CI24880
41824_12,CI24953
41824_13,CI24261
41825_11,CI26420
41825_12,CI26432
41825_13,CI26427
41827_11,CI27675
41827_12,CI27674
41827_13,CI27680
41828_11,CI25057
41828_12,CI23648
41828_13,CI24086
41830_11,CI23856
41830_12,CI24534
41830_13,CI23769
41831_11,CI27664
41831_12,CI27665
41831_13,CI27661
41833_11,CI26050
41833_12,CI24944
41833_13,CI24530
41835_11,CI27670
41835_12,CI26898
41835_13,CI26899
41836_11,CI26899
41836_12,CI26895
41836_13,CI26894
41841_11,CI26912
41841_12,CI26906
41841_13,CI26915
41845_11,CI24930
41845_12,CI23569
41845_13,CI25191
41847_11,CI24109
41847_12,CI25733
41847_13,CI24867
41852_11,CI26051
41852_12,CI24228
41852_13,CI24459
41855_11,CI26058
41855_12,CI24969
41855_13,CI26501
41859_11,CI27669
41859_12,CI27670
41859_13,CI25353
41862_11,CI27669
41862_12,CI25353
41862_13,CI27668
41864_11,CI27670
41864_12,CI25353
41864_13,CI27668
41866_11,CI26921
41866_12,CI26920
41866_13,CI26927
41867_11,CI27137
41867_12,CI26902
41867_13,CI26952
41869_11,CI26895
41869_12,CI27669
41869_13,CI27668
41870_11,CI26905
41870_12,CI26183
41870_13,CI26904
41871_11,CI27137
41871_12,CI26877
41871_13,CI26860
41874_11,CI24418
41874_12,CI24228
41874_13,CI23856
41878_11,CI24690
41878_12,CI25141
41878_13,CI25074
41880_11,CI23769
41880_12,CI25295
41880_13,CI23663
41881_11,CI27804
41881_12,CI27806
41881_13,CI27782
41882_11,CI26935
41882_12,CI26937
41882_13,CI26936
41884_11,CI24895
41884_12,CI24876
41884_13,CI24871
41889_11,CI26173
41889_12,CI26209
41889_13,CI26172
41891_11,CI26934
41891_12,CI26916
41891_13,CI26933
41897_11,CI25353
41897_12,CI27670
41897_13,CI26210
41908_11,CI23965
41908_12,CI25329
41908_13,CI24895
41910_11,CI27670
41910_12,CI27666
41910_13,CI25353
41922_11,CI26952
41922_12,CI26950
41922_13,CI26954
41923_11,CI23848
41923_12,CI24418
41923_13,CI24787
41926_11,CI26900
41926_12,CI26895
41926_13,CI26897
41927_11,CI24871
41927_12,CI24228
41927_13,CI26051
41932_11,CI27031
41932_12,CI26221
41932_13,CI27050
41934_11,CI25444
41934_12,CI25029
41934_13,CI24876
41935_11,CI23856
41935_12,CI24532
41935_13,CI24031
41940_11,CI24532
41940_12,CI24187
41940_13,CI23769
41946_11,CI26917
41946_12,CI26928
41946_13,CI26930
41949_11,CI26205
41949_12,CI26206
41949_13,CI26200
41952_11,CI24108
41952_12,CI23966
41952_13,CI23964
41956_11,CI26923
41956_12,CI26919
41956_13,CI26920
41957_11,CI26200
41957_12,CI26206
41957_13,CI26199
41959_11,CI25727
41959_12,CI26489
41959_13,CI24511
41960_11,CI26054
41960_12,CI23922
41960_13,CI23791
41962_11,CI23975
41962_12,CI25126
41962_13,CI25056
41968_11,CI24261
41968_12,CI23848
41968_13,CI24189
41969_11,CI27977
41969_12,CI27972
41969_13,CI27971
41971_11,CI27971
41971_12,CI27972
41971_13,CI27977
41973_11,CI24953
41973_12,CI24188
41973_13,CI23975
41975_11,CI27007
41975_12,CI27009
41975_13,CI27014
41977_11,CI25135
41977_12,CI24239
41977_13,CI23648
41978_11,CI23856
41978_12,CI23648
41978_13,CI24534
41986_11,CI27051
41986_12,CI27049
41986_13,CI27050
41991_11,CI24793
41991_12,CI24787
41991_13,CI24419
41996_11,CI27041
41996_12,CI27049
41996_13,CI27047
41997_11,CI24530
41997_12,CI27596
41997_13,CI26052
42004_11,CI24276
42004_12,CI24278
42004_13,CI24277
42017_11,CI27007
42017_12,CI27004
42017_13,CI27009
42019_11,CI27038
42019_12,CI27031
42019_13,CI27048
42025_11,CI26911
42025_12,CI26912
42025_13,CI26913
42027_11,CI24968
42027_12,CI23648
42027_13,CI24958
42031_11,CI24788
42031_12,CI24926
42031_13,CI25180
42033_11,CI24872
42033_12,CI24871
42033_13,CI25056
42038_11,CI27013
42038_12,CI27004
42038_13,CI26988
42040_11,CI25058
42040_12,CI24459
42040_13,CI24461
42046_11,CI24438
42046_12,CI26436
42046_13,CI26404
42050_11,CI27006
42050_12,CI27014
42050_13,CI27009
42056_11,CI27051
42056_12,CI27049
42056_13,CI27048
42057_11,CI24150
42057_12,CI23691
42057_13,CI23714
42059_11,CI25732
42059_12,CI24003
42059_13,CI23663
42061_11,CI26051
42061_12,CI24010
42061_13,CI24968
42064_11,CI26194
42064_12,CI26196
42064_13,CI26197
42066_11,CI24871
42066_12,CI23691
42066_13,CI24228
42067_11,CI25108
42067_12,CI25107
42067_13,CI25125
42068_11,CI27049
42068_12,CI27050
42068_13,CI27038
42069_11,CI24527
42069_12,CI24187
42069_13,CI24953
42070_11,CI27041
42070_12,CI27047
42070_13,CI27049
42071_11,CI27044
42071_12,CI27040
42071_13,CI27039
42075_11,CI25126
42075_12,CI23848
42075_13,CI24931
42079_11,CI23691
42079_12,CI24257
42079_13,CI24239
42080_11,CI23663
42080_12,CI24871
42080_13,CI24876
42086_11,CI24070
42086_12,CI26727
42086_13,CI24005
42087_11,CI25057
42087_12,CI23648
42087_13,CI25107
42088_11,CI24876
42088_12,CI23691
42088_13,CI25029
42092_11,CI26908
42092_12,CI26913
42092_13,CI26916
42095_11,CI27798
42095_12,CI27799
42095_13,CI27797
42097_11,CI25295
42097_12,CI23999
42097_13,CI25075
42099_11,CI26199
42099_12,CI26204
42099_13,CI26201
42101_11,CI26902
42101_12,CI27137
42101_13,CI26906
42103_11,CI24348
42103_12,CI24701
42103_13,CI24455
42104_11,CI26210
42104_12,CI26208
42104_13,CI26209
42105_11,CI27137
42105_12,CI26902
42105_13,CI26869
42106_11,CI27798
42106_12,CI27797
42106_13,CI27799
42107_11,CI24875
42107_12,CI25126
42107_13,CI24531
42108_11,CI24531
42108_12,CI25057
42108_13,CI24876
42109_11,CI23663
42109_12,CI27282
42109_13,CI23975
42111_11,CI25123
42111_12,CI23691
42111_13,CI25055
42113_11,CI25126
42113_12,CI25175
42113_13,CI24867
42115_11,CI26875
42115_12,CI27137
42115_13,CI26873
42116_11,CI24954
42116_12,CI24969
42116_13,CI26051
42117_11,CI26208
42117_12,CI26920
42117_13,CI26162
42118_11,CI26681
42118_12,CI26781
42118_13,CI26679
42122_11,CI27050
42122_12,CI27048
42122_13,CI26195
42125_11,CI24872
42125_12,CI24870
42125_13,CI24873
42126_11,CI25180
42126_12,CI25175
42126_13,CI24957
42129_11,CI24873
42129_12,CI24871
42129_13,CI24530
42132_11,CI24228
42132_12,CI24252
42132_13,CI25075
42133_11,CI23770
42133_12,CI23714
42133_13,CI24230
42135_11,CI23648
42135_12,CI24871
42135_13,CI23663
42137_11,CI27041
42137_12,CI27044
42137_13,CI27049
42138_11,CI23922
42138_12,CI24876
42138_13,CI24871
42149_11,CI25125
42149_12,CI25140
42149_13,CI25179
42151_11,CI27782
42151_12,CI27792
42151_13,CI27789
42154_11,CI26205
42154_12,CI26174
42154_13,CI24408
42155_11,CI26059
42155_12,CI26287
42155_13,CI24996
42160_11,CI24206
42160_12,CI24531
42160_13,CI25141
42161_11,CI24870
42161_12,CI25073
42161_13,CI23648
42162_11,CI23922
42162_12,CI23714
42162_13,CI24917
42165_11,CI24247
42165_12,CI23924
42165_13,CI24944
42168_11,CI28200
42168_12,CI28184
42168_13,CI28180
42169_11,CI27049
42169_12,CI27047
42169_13,CI27048
42174_11,CI23714
42174_12,CI23922
42174_13,CI24840
42178_11,CI25126
42178_12,CI23929
42178_13,CI24525
42186_11,CI24532
42186_12,CI23648
42186_13,CI25126
42188_11,CI28578
42188_12,CI23663
42188_13,CI24187
42192_11,CI24955
42192_12,CI23750
42192_13,CI24880
42195_11,CI26935
42195_12,CI26936
42195_13,CI26937
42196_11,CI24527
42196_12,CI23856
42196_13,CI25126
42197_11,CI23750
42197_12,CI25302
42197_13,CI23856
42203_11,CI26917
42203_12,CI26918
42203_13,CI26912
42204_11,CI24690
42204_12,CI25295
42204_13,CI23702
42206_11,CI24958
42206_12,CI23769
42206_13,CI23691
42207_11,CI27659
42207_12,CI27664
42207_13,CI27648
42208_11,CI26899
42208_12,CI26221
42208_13,CI27659
42209_11,CI26899
42209_12,CI26898
42209_13,CI27648
42211_11,CI24273
42211_12,CI24276
42211_13,CI24150
42214_11,CI26839
42214_12,CI26840
42214_13,CI27661
42221_11,CI25106
42221_12,CI23714
42221_13,CI24086
42226_11,CI26915
42226_12,CI26913
42226_13,CI26917
42231_11,CI24303
42231_12,CI23958
42231_13,CI24935
42237_11,CI25150
42237_12,CI23856
42237_13,CI25139
42245_11,CI25074
42245_12,CI24867
42245_13,CI24535
42251_11,CI25126
42251_12,CI24867
42251_13,CI25125
42255_11,CI27648
42255_12,CI26067
42255_13,CI24220
42257_11,CI26220
42257_12,CI26210
42257_13,CI26164
42258_11,CI27660
42258_12,CI27661
42258_13,CI27665
42259_11,CI27679
42259_12,CI25634
42259_13,CI27674
42260_11,CI26935
42260_12,CI26936
42260_13,CI26937
42262_11,CI26911
42262_12,CI26164
42262_13,CI26909
42265_11,CI24955
42265_12,CI23702
42265_13,CI23922
42267_11,CI26934
42267_12,CI26933
42267_13,CI26937
42268_11,CI24871
42268_12,CI26051
42268_13,CI25135
42269_11,CI24917
42269_12,CI24261
42269_13,CI27282
42273_11,CI24228
42273_12,CI23648
42273_13,CI23691
42274_11,CI25074
42274_12,CI25109
42274_13,CI23691
42276_11,CI27007
42276_12,CI26985
42276_13,CI26987
42279_11,CI23769
42279_12,CI23691
42279_13,CI24871
42281_11,CI26782
42281_12,CI26598
42281_13,CI26449
42282_11,CI24992
42282_12,CI24953
42282_13,CI24969
42285_11,CI24969
42285_12,CI24953
42285_13,CI24970
42286_11,CI26912
42286_12,CI26925
42286_13,CI26917
42288_11,CI24953
42288_12,CI24530
42288_13,CI26051
42296_11,CI26921
42296_12,CI26914
42296_13,CI26930
42298_11,CI26925
42298_12,CI26917
42298_13,CI26912
42300_11,CI25126
42300_12,CI25141
42300_13,CI23848
42302_11,CI24228
42302_12,CI24252
42302_13,CI23648
42303_11,CI24871
42303_12,CI25141
42303_13,CI24690
42304_11,CI23922
42304_12,CI23836
42304_13,CI24871
42305_11,CI24206
42305_12,CI23989
42305_13,CI25295
42307_11,CI24418
42307_12,CI24421
42307_13,CI24440
42311_11,CI24187
42311_12,CI23880
42311_13,CI23975
42314_11,CI25126
42314_12,CI25125
42314_13,CI25052
42316_11,CI25143
42316_12,CI25135
42316_13,CI25141
42320_11,CI25106
42320_12,CI25107
42320_13,CI25132
42321_11,CI28585
42321_12,CI28584
42321_13,CI28578
42322_11,CI24871
42322_12,CI25074
42322_13,CI24418
42325_11,CI26051
42325_12,CI25735
42325_13,CI24147
42327_11,CI26930
42327_12,CI26921
42327_13,CI26913
42329_11,CI24968
42329_12,CI24876
42329_13,CI24418
42330_11,CI25140
42330_12,CI25126
42330_13,CI24187
42331_11,CI23856
42331_12,CI24953
42331_13,CI23697
42335_11,CI26681
42335_12,CI25124
42335_13,CI24003
42343_11,CI26935
42343_12,CI26936
42343_13,CI26171
42344_11,CI23769
42344_12,CI23702
42344_13,CI26051
42346_11,CI26922
42346_12,CI26911
42346_13,CI26917
42348_11,CI23714
42348_12,CI26050
42348_13,CI24530
42349_11,CI26911
42349_12,CI26926
42349_13,CI26913
42352_11,CI26917
42352_12,CI26922
42352_13,CI26912
42353_11,CI23769
42353_12,CI26051
42353_13,CI24228
42356_11,CI28584
42356_12,CI28586
42356_13,CI23663
42358_11,CI27679
42358_12,CI26210
42358_13,CI27673
42359_11,CI26914
42359_12,CI26912
42359_13,CI26922
42360_11,CI27004
42360_12,CI27003
42360_13,CI27009
42362_11,CI25068
42362_12,CI25075
42362_13,CI25035
42363_11,CI26911
42363_12,CI26856
42363_13,CI26914
42365_11,CI26936
42365_12,CI26937
42365_13,CI26935
42374_11,CI26906
42374_12,CI26909
42374_13,CI26915
42375_11,CI26922
42375_12,CI26913
42375_13,CI26911
42376_11,CI26914
42376_12,CI26922
42376_13,CI26917
42379_11,CI26913
42379_12,CI26912
42379_13,CI26923
42380_11,CI26923
42380_12,CI26922
42380_13,CI26926
42382_11,CI25074
42382_12,CI23770
42382_13,CI24418
42390_11,CI26916
42390_12,CI26917
42390_13,CI26911
42391_11,CI26912
42391_12,CI26918
42391_13,CI26926
42393_11,CI23769
42393_12,CI23691
42393_13,CI24873
42396_11,CI23770
42396_12,CI26051
42396_13,CI24257
42400_11,CI25142
42400_12,CI23648
42400_13,CI25126
42411_11,CI26197
42411_12,CI26206
42411_13,CI26201
42413_11,CI27805
42413_12,CI26840
42413_13,CI26839
42414_11,CI26199
42414_12,CI26187
42414_13,CI26197
42421_11,CI27659
42421_12,CI27669
42421_13,CI27677
42422_11,CI27005
42422_12,CI27006
42422_13,CI27003
42423_11,CI27047
42423_12,CI27049
42423_13,CI27051
42424_11,CI27674
42424_12,CI27659
42424_13,CI27648
42428_11,CI26936
42428_12,CI26208
42428_13,CI26216
42432_11,CI27805
42432_12,CI26899
42432_13,CI27661
42445_11,CI27004
42445_12,CI27003
42445_13,CI27009
42450_11,CI27048
42450_12,CI27051
42450_13,CI27050
42454_11,CI26206
42454_12,CI26201
42454_13,CI26196
42457_11,CI26197
42457_12,CI26195
42457_13,CI26199
42458_11,CI23648
42458_12,CI24532
42458_13,CI24187
42463_11,CI27048
42463_12,CI26195
42463_13,CI26196
42464_11,CI25295
42464_12,CI24876
42464_13,CI24968
42465_11,CI26199
42465_12,CI26200
42465_13,CI26202
42470_11,CI24992
42470_12,CI27569
42470_13,CI27206
42473_11,CI25353
42473_12,CI27666
42473_13,CI27676
42474_11,CI26954
42474_12,CI26951
42474_13,CI26948
42476_11,CI26199
42476_12,CI26202
42476_13,CI27038
42478_11,CI26202
42478_12,CI26198
42478_13,CI26199
42480_11,CI26916
42480_12,CI26906
42480_13,CI26912
42482_11,CI26199
42482_12,CI26197
42482_13,CI26194
42484_11,CI27805
42484_12,CI26895
42484_13,CI26840
42485_11,CI26200
42485_12,CI26178
42485_13,CI26988
42486_11,CI26899
42486_12,CI26895
42486_13,CI26898
42498_11,CI23663
42498_12,CI23975
42498_13,CI28572
42502_11,CI26899
42502_12,CI26895
42502_13,CI26898
42504_11,CI26992
42504_12,CI26187
42504_13,CI26988
42505_11,CI26207
42505_12,CI26984
42505_13,CI26189
42507_11,CI26197
42507_12,CI26198
42507_13,CI26199
42511_11,CI26207
42511_12,CI26992
42511_13,CI26991
42512_11,CI26916
42512_12,CI26865
42512_13,CI26917
42513_11,CI24235
42513_12,CI24530
42513_13,CI23833
42516_11,CI26206
42516_12,CI26198
42516_13,CI26200
42519_11,CI26191
42519_12,CI26188
